Source	Target	miRNA	CMI	p-value	p-adjusted
ENSG00000101558	ENSG00000171862	MIMAT0000074	0.05577934908745855	0.001	0.00265716506867064
ENSG00000171862	ENSG00000108821	MIMAT0002846	0.011577596067943943	0.002	0.004855113636363637
ENSG00000101558	ENSG00000171862	MIMAT0000073	0.03889019954152756	0.001	0.00265716506867064
ENSG00000171862	ENSG00000101558	MIMAT0000070	0.03485750786211783	0.003	0.006869584635998213
ENSG00000169554	ENSG00000070831	MIMAT0000724	0.0180320544559956	0.001	0.00265716506867064
ENSG00000070831	ENSG00000169554	MIMAT0000724	0.01898745119309989	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0002843	0.011227167540718442	0.001	0.00265716506867064
ENSG00000169554	ENSG00000070831	MIMAT0000728	0.040386857534231047	0.001	0.00265716506867064
ENSG00000070831	ENSG00000169554	MIMAT0000728	0.02732089371272729	0.001	0.00265716506867064
ENSG00000171862	ENSG00000101558	MIMAT0000076	0.02943968213605877	0.001	0.00265716506867064
ENSG00000101558	ENSG00000171862	MIMAT0000076	0.03406534312899167	0.001	0.00265716506867064
ENSG00000171862	ENSG00000101558	MIMAT0000083	0.04354259034454449	0.001	0.00265716506867064
ENSG00000101558	ENSG00000171862	MIMAT0000083	0.03970114908360263	0.001	0.00265716506867064
ENSG00000171862	ENSG00000101558	MIMAT0000082	0.03570180561182086	0.001	0.00265716506867064
ENSG00000101558	ENSG00000171862	MIMAT0000082	0.03036911234981809	0.003	0.006869584635998213
ENSG00000171862	ENSG00000101558	MIMAT0000080	0.01966655407605307	0.002	0.004855113636363637
ENSG00000108821	ENSG00000169554	MIMAT0002856	0.015161199247420248	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0002856	0.009151743260556936	0.001	0.00265716506867064
ENSG00000108821	ENSG00000171862	MIMAT0002874	0.019185467332453847	0.001	0.00265716506867064
ENSG00000171862	ENSG00000108821	MIMAT0002874	0.017587380087218402	0.001	0.00265716506867064
ENSG00000237984	ENSG00000115414	MIMAT0005886	3.137810897117896E-5	0.001	0.00265716506867064
ENSG00000115414	ENSG00000237984	MIMAT0005886	1.3270564554676762E-6	0.004	0.008760358821016659
ENSG00000169554	ENSG00000101558	MIMAT0000089	0.011999968714516897	0.001	0.00265716506867064
ENSG00000139687	ENSG00000038427	MIMAT0003301	0.049833491512368114	0.001	0.00265716506867064
ENSG00000038427	ENSG00000139687	MIMAT0003301	0.05520967105839575	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0001413	0.030356528595362895	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0001413	0.024686681451321246	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0001413	0.019036901295298413	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0001413	0.01847543398598439	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0002809	0.05007882492019828	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0002809	0.054446403896488145	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000100	0.0543616179004316	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000100	0.052302874115939035	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000103	0.04428017072030267	0.004	0.008760358821016659
ENSG00000169554	ENSG00000138767	MIMAT0000103	0.03926019568545695	0.001	0.00265716506867064
ENSG00000115414	ENSG00000138767	MIMAT0000419	0.03426267050259461	0.004	0.008760358821016659
ENSG00000026508	ENSG00000139687	MIMAT0005886	1.3047827988804112E-6	0.002	0.004855113636363637
ENSG00000139687	ENSG00000026508	MIMAT0005886	5.9378230762149714E-6	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000103	0.04817641619991653	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000103	0.047460031086817345	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000100	0.04573143073562855	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000100	0.039578675062681576	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000101	0.08658055161412011	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000101	0.06968790103581714	0.001	0.00265716506867064
ENSG00000138767	ENSG00000115414	MIMAT0000416	0.0105414166166468	0.004	0.008760358821016659
ENSG00000115414	ENSG00000138767	MIMAT0000416	0.015355879495569737	0.003	0.006869584635998213
ENSG00000138767	ENSG00000101558	MIMAT0004958	0.03099059783297733	0.001	0.00265716506867064
ENSG00000101558	ENSG00000138767	MIMAT0004958	0.038002222981300945	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0002820	0.03235753640519864	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0002820	0.04386140343110353	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000086	0.030267653097557284	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000099	0.05699126428895379	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000099	0.06178431731901969	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000084	0.05644122440652656	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000084	0.08257873604186824	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000095	0.026773159726037964	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000095	0.03733378421832407	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000092	0.07028593697679729	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000092	0.08157648191450984	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000414	0.04675056807222912	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000414	0.055034163735310476	0.001	0.00265716506867064
ENSG00000115414	ENSG00000139687	MIMAT0000770	0.005628500803344776	0.001	0.00265716506867064
ENSG00000139687	ENSG00000115414	MIMAT0000770	0.009576471089468307	0.003	0.006869584635998213
ENSG00000138767	ENSG00000169554	MIMAT0000082	0.05704843391235132	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000082	0.05650636131545979	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000083	0.03522804211834298	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000083	0.02964597168463339	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000080	0.05442672814413164	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000080	0.05886242066891905	0.001	0.00265716506867064
ENSG00000026508	ENSG00000138767	MIMAT0000688	0.005699121128019181	0.002	0.004855113636363637
ENSG00000026508	ENSG00000138767	MIMAT0000686	0.03916466940885307	0.001	0.00265716506867064
ENSG00000138767	ENSG00000026508	MIMAT0000686	0.035587667939205266	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000074	0.05227897931655377	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000074	0.039032175547555184	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000083	0.034390772119656625	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000083	0.03489610386223293	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0017999	0.020536717896445154	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000077	0.10624242244143454	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000077	0.06907440210243215	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000086	0.05340915808130249	0.004	0.008760358821016659
ENSG00000138767	ENSG00000169554	MIMAT0000078	0.043750360336672116	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000086	0.04136209576875351	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000078	0.05020514883515744	0.001	0.00265716506867064
ENSG00000115414	ENSG00000101558	MIMAT0000271	0.047897128121235345	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000082	0.03591703185930028	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000082	0.02191391760889837	0.001	0.00265716506867064
ENSG00000237984	ENSG00000171862	MIMAT0000738	0.054415485676594766	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000738	0.06196962481971814	0.001	0.00265716506867064
ENSG00000237984	ENSG00000169554	MIMAT0000738	0.05203730562342154	0.001	0.00265716506867064
ENSG00000169554	ENSG00000237984	MIMAT0000738	0.04916203309539213	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000427	0.05219777031661535	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000427	0.06528957525903581	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000426	0.06750765121411646	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000426	0.07272286896676584	0.001	0.00265716506867064
ENSG00000038427	ENSG00000101558	MIMAT0000686	0.02867383407902749	0.001	0.00265716506867064
ENSG00000101558	ENSG00000038427	MIMAT0000686	0.03327977690442842	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000425	0.07379653797420828	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000425	0.05843500919936111	0.001	0.00265716506867064
ENSG00000038427	ENSG00000101558	MIMAT0000688	0.01873333348566269	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000422	0.01423298993614342	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000421	0.011451943666936151	0.003	0.006869584635998213
ENSG00000038427	ENSG00000101558	MIMAT0000692	0.0288175770345757	0.001	0.00265716506867064
ENSG00000138767	ENSG00000139687	MIMAT0001413	0.053085835876869145	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0001413	0.04714234658584948	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000096	0.04708399093634405	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000096	0.04613157228774463	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000099	0.028074694233368596	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000099	0.03469364044569832	0.001	0.00265716506867064
ENSG00000108821	ENSG00000101558	MIMAT0004958	0.023789156112763325	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000728	0.03858033460907282	0.001	0.00265716506867064
ENSG00000038427	ENSG00000138767	MIMAT0000728	0.04251069963797009	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000090	0.04490064441763516	0.001	0.00265716506867064
ENSG00000038427	ENSG00000101558	MIMAT0000682	0.02435113162305419	0.002	0.004855113636363637
ENSG00000169554	ENSG00000138767	MIMAT0000090	0.058987544749216136	0.001	0.00265716506867064
ENSG00000101558	ENSG00000038427	MIMAT0000684	1.3456310994285382E-4	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000451	0.0722993561650044	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000451	0.03440004704293283	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000449	0.07225681507450273	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000449	0.08640934485896598	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000458	0.04332310207493142	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000458	0.042418930943134765	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000443	0.06716255815671072	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000443	0.07289003001654955	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000441	0.0648506567919873	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000441	0.08574928241548543	0.001	0.00265716506867064
ENSG00000108821	ENSG00000038427	MIMAT0018992	6.872922276246391E-4	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000443	0.03825139831253881	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000443	0.05458868955198699	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000441	0.03861852431872502	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000441	0.06569777740545907	0.003	0.006869584635998213
ENSG00000108821	ENSG00000115414	MIMAT0000437	0.05994075298006981	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000437	0.05637708796491126	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000435	0.05020879556974116	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000435	0.06300134572514864	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000449	0.08011625218990215	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000449	0.08454194470960848	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000430	0.06569676824403294	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000710	0.033965067182977586	0.002	0.004855113636363637
ENSG00000115414	ENSG00000108821	MIMAT0000430	0.07829718131434446	0.001	0.00265716506867064
ENSG00000038427	ENSG00000138767	MIMAT0000710	0.026205398426766068	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000103	0.047565248544768825	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000103	0.07504088117080351	0.001	0.00265716506867064
ENSG00000108821	ENSG00000038427	MIMAT0018980	5.090444872936359E-4	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000707	0.04685430496880194	0.001	0.00265716506867064
ENSG00000038427	ENSG00000108821	MIMAT0018980	1.6976989016171003E-4	0.001	0.00265716506867064
ENSG00000038427	ENSG00000138767	MIMAT0000707	0.04410897820103156	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000101	0.06985127293944796	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000101	0.06550937165125714	0.001	0.00265716506867064
ENSG00000108821	ENSG00000169554	MIMAT0000100	0.03599680308442937	0.001	0.00265716506867064
ENSG00000169554	ENSG00000108821	MIMAT0000100	0.10124433479309829	0.003	0.006869584635998213
ENSG00000169554	ENSG00000138767	MIMAT0000064	0.028843046597537645	0.003	0.006869584635998213
ENSG00000138767	ENSG00000171862	MIMAT0000077	0.05909083373816888	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000065	0.03938566377683054	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000077	0.04893588055445435	0.001	0.00265716506867064
ENSG00000038427	ENSG00000101558	MIMAT0000646	0.0430153868411985	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000065	0.03464308133951422	0.001	0.00265716506867064
ENSG00000101558	ENSG00000038427	MIMAT0000646	0.05462160276875503	0.004	0.008760358821016659
ENSG00000138767	ENSG00000171862	MIMAT0000078	0.03875057982180075	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000062	0.02915912025504747	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000078	0.04073657477731927	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000062	0.03422723983430782	0.003	0.006869584635998213
ENSG00000138767	ENSG00000169554	MIMAT0000063	0.049473973939822245	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000063	0.06378366972169826	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000068	0.04040270184412439	0.002	0.004855113636363637
ENSG00000138767	ENSG00000171862	MIMAT0000073	0.03908721377513207	0.004	0.008760358821016659
ENSG00000138767	ENSG00000169554	MIMAT0000069	0.044653583867720836	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000073	0.04119950414870579	0.003	0.006869584635998213
ENSG00000169554	ENSG00000138767	MIMAT0000069	0.03806826952275517	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000074	0.05536825423457219	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000066	0.04347501689247481	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000074	0.04502941895345282	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000066	0.032591466720226295	0.001	0.00265716506867064
ENSG00000237984	ENSG00000139687	MIMAT0018980	1.276807349767188E-4	0.001	0.00265716506867064
ENSG00000138767	ENSG00000169554	MIMAT0000067	0.050501513687990066	0.001	0.00265716506867064
ENSG00000139687	ENSG00000237984	MIMAT0018980	7.844766132515763E-5	0.001	0.00265716506867064
ENSG00000169554	ENSG00000138767	MIMAT0000067	0.06016839246988528	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000461	0.05942226432059965	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000461	0.04645720071826237	0.001	0.00265716506867064
ENSG00000138767	ENSG00000171862	MIMAT0000069	0.04452395945979703	0.001	0.00265716506867064
ENSG00000171862	ENSG00000138767	MIMAT0000069	0.04408712362600615	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0000462	0.03937497195969806	0.001	0.00265716506867064
ENSG00000169554	ENSG00000139687	MIMAT0000462	0.04343905856835119	0.001	0.00265716506867064
ENSG00000108821	ENSG00000115414	MIMAT0000451	0.0634737109741986	0.001	0.00265716506867064
ENSG00000115414	ENSG00000108821	MIMAT0000451	0.07079187078981007	0.001	0.00265716506867064
ENSG00000171862	ENSG00000038427	MIMAT0003327	0.010744261656207505	0.002	0.004855113636363637
ENSG00000237984	ENSG00000171862	MIMAT0000763	0.09977010879793016	0.001	0.00265716506867064
ENSG00000171862	ENSG00000237984	MIMAT0000763	0.08941447574723173	0.001	0.00265716506867064
ENSG00000038427	ENSG00000169554	MIMAT0003327	0.04565567327104079	0.001	0.00265716506867064
ENSG00000169554	ENSG00000038427	MIMAT0003327	0.04137977716918801	0.001	0.00265716506867064
ENSG00000138767	ENSG00000070831	MIMAT0000462	0.031013784450045916	0.001	0.00265716506867064
ENSG00000070831	ENSG00000138767	MIMAT0000462	0.031211346197489602	0.001	0.00265716506867064
ENSG00000138767	ENSG00000070831	MIMAT0000461	0.035470491983210464	0.001	0.00265716506867064
ENSG00000070831	ENSG00000138767	MIMAT0000461	0.03571692249424071	0.001	0.00265716506867064
ENSG00000174059	ENSG00000115414	MIMAT0000770	0.010172135236798982	0.003	0.006869584635998213
ENSG00000139687	ENSG00000101558	MIMAT0000073	0.06014079222358374	0.001	0.00265716506867064
ENSG00000101558	ENSG00000139687	MIMAT0000073	0.08453026549103751	0.001	0.00265716506867064
ENSG00000139687	ENSG00000108821	MIMAT0002853	0.009057871326064301	0.002	0.004855113636363637
ENSG00000139687	ENSG00000101558	MIMAT0000075	0.06971440163434522	0.001	0.00265716506867064
ENSG00000139687	ENSG00000101558	MIMAT0000076	0.03109854135205324	0.001	0.00265716506867064
ENSG00000101558	ENSG00000139687	MIMAT0000076	0.0327855806359864	0.001	0.00265716506867064
ENSG00000139687	ENSG00000101558	MIMAT0000070	0.044214460096898625	0.001	0.00265716506867064
ENSG00000038427	ENSG00000169554	MIMAT0003301	0.06218465459729677	0.001	0.00265716506867064
ENSG00000169554	ENSG00000038427	MIMAT0003301	0.0600685292064454	0.001	0.00265716506867064
ENSG00000139687	ENSG00000171862	MIMAT0019945	6.395896553671635E-5	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000459	0.0420470794812699	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000459	0.05337614632735017	0.001	0.00265716506867064
ENSG00000174059	ENSG00000171862	MIMAT0000461	0.0315795105357638	0.001	0.00265716506867064
ENSG00000139687	ENSG00000169554	MIMAT0019945	2.535541809344497E-4	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000461	0.055858359957092214	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000461	0.08804246022200181	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0000425	0.05241836694802093	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000425	0.03825768374284611	0.001	0.00265716506867064
ENSG00000026508	ENSG00000169554	MIMAT0005886	1.1266145085831248E-6	0.003	0.006869584635998213
ENSG00000138767	ENSG00000139687	MIMAT0000103	0.08633584828140335	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000103	0.06888727515392666	0.001	0.00265716506867064
ENSG00000139687	ENSG00000171862	MIMAT0019924	0.005619930405889966	0.002	0.004855113636363637
ENSG00000138767	ENSG00000139687	MIMAT0000100	0.04201123031621468	0.001	0.00265716506867064
ENSG00000139687	ENSG00000138767	MIMAT0000100	0.043011079416684375	0.001	0.00265716506867064
ENSG00000174059	ENSG00000038427	MIMAT0003301	0.031057339865759568	0.001	0.00265716506867064
ENSG00000026508	ENSG00000171862	MIMAT0005886	6.374977555564312E-7	0.004	0.008760358821016659
ENSG00000171862	ENSG00000026508	MIMAT0005886	6.374977555564312E-7	0.004	0.008760358821016659
ENSG00000237984	ENSG00000138767	MIMAT0000415	0.02181880144683021	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000415	0.02895380588824916	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0000414	0.0369369126098961	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000414	0.0410120290252835	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0000419	0.04040362015028393	0.003	0.006869584635998213
ENSG00000138767	ENSG00000237984	MIMAT0000419	0.0366335880161344	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0000418	0.04475258853040537	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000418	0.04778235468465624	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000443	0.03560949448230058	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000443	0.04174366622186206	0.001	0.00265716506867064
ENSG00000115414	ENSG00000070831	MIMAT0017999	0.008390071605164941	0.004	0.008760358821016659
ENSG00000174059	ENSG00000169554	MIMAT0000427	0.05501188689416732	0.001	0.00265716506867064
ENSG00000139687	ENSG00000101558	MIMAT0000082	0.04178064825612802	0.001	0.00265716506867064
ENSG00000101558	ENSG00000139687	MIMAT0000082	0.03997342708731156	0.001	0.00265716506867064
ENSG00000139687	ENSG00000101558	MIMAT0000083	0.03326150944113779	0.001	0.00265716506867064
ENSG00000101558	ENSG00000139687	MIMAT0000083	0.03057532292589172	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000763	0.056366537064223614	0.001	0.00265716506867064
ENSG00000038427	ENSG00000138767	MIMAT0000763	0.04921639242590038	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000759	0.05370525599275314	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000430	0.023002278260173727	0.001	0.00265716506867064
ENSG00000171862	ENSG00000174059	MIMAT0000430	0.04804996618487922	0.002	0.004855113636363637
ENSG00000038427	ENSG00000138767	MIMAT0000759	0.047091653149847715	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000430	0.04624618986526295	0.003	0.006869584635998213
ENSG00000174059	ENSG00000169554	MIMAT0000431	0.04030527879529298	0.003	0.006869584635998213
ENSG00000169554	ENSG00000174059	MIMAT0000431	0.03331678725225293	0.003	0.006869584635998213
ENSG00000174059	ENSG00000171862	MIMAT0000435	0.034823495487939615	0.001	0.00265716506867064
ENSG00000237984	ENSG00000138767	MIMAT0000437	0.03163969153040955	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000437	0.04203335916450734	0.001	0.00265716506867064
ENSG00000174059	ENSG00000115414	MIMAT0000738	0.04059885307204791	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000415	0.061611253355521055	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000415	0.04924376728158148	0.001	0.00265716506867064
ENSG00000138767	ENSG00000038427	MIMAT0000770	0.016662453800466676	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000417	0.04610657863677644	0.001	0.00265716506867064
ENSG00000038427	ENSG00000138767	MIMAT0000770	0.024271350829944128	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000417	0.08106276711011057	0.002	0.004855113636363637
ENSG00000237984	ENSG00000138767	MIMAT0000430	0.028930447290730233	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000430	0.03097600273282769	0.001	0.00265716506867064
ENSG00000108821	ENSG00000139687	MIMAT0002870	0.014391375951971064	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000424	0.029229289327744153	0.001	0.00265716506867064
ENSG00000174059	ENSG00000169554	MIMAT0000425	0.050947914149435364	0.001	0.00265716506867064
ENSG00000169554	ENSG00000174059	MIMAT0000425	0.06333882114640468	0.001	0.00265716506867064
ENSG00000174059	ENSG00000139687	MIMAT0000427	0.03224065526870029	0.001	0.00265716506867064
ENSG00000174059	ENSG00000139687	MIMAT0000423	0.03549403117674376	0.001	0.00265716506867064
ENSG00000139687	ENSG00000174059	MIMAT0000423	0.07521822396093825	0.002	0.004855113636363637
ENSG00000070831	ENSG00000101558	MIMAT0002846	0.008954748103163808	0.002	0.004855113636363637
ENSG00000237984	ENSG00000138767	MIMAT0000459	0.03790520078365656	0.001	0.00265716506867064
ENSG00000138767	ENSG00000237984	MIMAT0000459	0.04137329304241337	0.001	0.00265716506867064
ENSG00000174059	ENSG00000139687	MIMAT0000414	0.033773748109238576	0.001	0.00265716506867064
ENSG00000139687	ENSG00000174059	MIMAT0000414	0.04262363174871522	0.002	0.004855113636363637
ENSG00000115414	ENSG00000169554	MIMAT0000646	0.03956837888440594	0.001	0.00265716506867064
ENSG00000038427	ENSG00000026508	MIMAT0003885	0.026120858133947385	0.001	0.00265716506867064
ENSG00000038427	ENSG00000169554	MIMAT0003150	0.056834410855091944	0.001	0.00265716506867064
ENSG00000169554	ENSG00000038427	MIMAT0003150	0.0841888881934032	0.001	0.00265716506867064
ENSG00000101558	ENSG00000070831	MIMAT0002853	0.01782254738132787	0.001	0.00265716506867064
ENSG00000070831	ENSG00000169554	MIMAT0000684	2.5017259494901703E-4	0.001	0.00265716506867064
ENSG00000070831	ENSG00000101558	MIMAT0002853	0.009612582091598926	0.001	0.00265716506867064
ENSG00000101558	ENSG00000070831	MIMAT0002856	0.006591295594101269	0.004	0.008760358821016659
ENSG00000115414	ENSG00000171862	MIMAT0000646	0.02861254397677208	0.003	0.006869584635998213
ENSG00000174059	ENSG00000139687	MIMAT0000443	0.06489782817380627	0.001	0.00265716506867064
ENSG00000139687	ENSG00000174059	MIMAT0000443	0.05469389949702095	0.001	0.00265716506867064
ENSG00000174059	ENSG00000108821	MIMAT0001413	0.02683447319504805	0.001	0.00265716506867064
ENSG00000101558	ENSG00000070831	MIMAT0002825	0.012840386069043783	0.001	0.00265716506867064
ENSG00000070831	ENSG00000101558	MIMAT0002825	0.012489313440873326	0.001	0.00265716506867064
